"","industry","race_gender","employ_n","year"
"3483","Professional and business services","Men",7000,2015
"3484","Professional and business services","Men",153000,2015
"3485","Professional and business services","Men",277000,2015
"3486","Professional and business services","Men",277000,2015
"3487","Professional and business services","Men",492000,2015
"3488","Education and health services","Men",1071000,2015
"3489","Education and health services","Men",4972000,2015
"3490","Education and health services","Men",128000,2015
"3491","Education and health services","Men",1371000,2015
"3492","Education and health services","Men",29000,2015
"3493","Education and health services","Men",397000,2015
"3494","Education and health services","Men",0,2015
"3495","Education and health services","Men",82000,2015
"3496","Education and health services","Men",216000,2015
"3497","Education and health services","Men",72000,2015
"3498","Education and health services","Men",214000,2015
"3499","Leisure and hospitality","Men",1030000,2015
"3500","Leisure and hospitality","Men",505000,2015
"3501","Leisure and hospitality","Men",125000,2015
"3502","Leisure and hospitality","Men",4127000,2015
"3503","Leisure and hospitality","Men",291000,2015
"3504","Leisure and hospitality","Men",201000,2015
"3505","Leisure and hospitality","Men",3000,2015
"3506","Leisure and hospitality","Men",37000,2015
"3507","Leisure and hospitality","Men",107000,2015
"3508","Leisure and hospitality","Men",73000,2015
"3509","Leisure and hospitality","Men",256000,2015
"3510","Other services","Men",285000,2015
"3511","Other services","Men",589000,2015
"3512","Other services","Men",11000,2015
"3513","Other services","Men",538000,2015
"3514","Other services","Men",269000,2015
"3515","Other services","Men",96000,2015
"3516","Other services","Men",2000,2015
"3517","Other services","Men",25000,2015
"3518","Other services","Men",1119000,2015
"3519","Other services","Men",286000,2015
"3520","Other services","Men",281000,2015
"3521","Other services, except private households","Men",282000,2015
"3522","Other services, except private households","Men",589000,2015
"3523","Other services, except private households","Men",11000,2015
"3524","Other services, except private households","Men",494000,2015
"3525","Other services, except private households","Men",268000,2015
"3526","Other services, except private households","Men",96000,2015
"3527","Other services, except private households","Men",2000,2015
"3528","Other services, except private households","Men",24000,2015
"3529","Other services, except private households","Men",1119000,2015
"3530","Other services, except private households","Men",286000,2015
"3531","Other services, except private households","Men",271000,2015
"3532","Private households","Men",3000,2015
"3533","Private households","Men",0,2015
"3534","Private households","Men",0,2015
"3535","Private households","Men",44000,2015
"3536","Private households","Men",0,2015
"3537","Private households","Men",0,2015
"3538","Private households","Men",0,2015
"3539","Private households","Men",1000,2015
"3540","Private households","Men",1000,2015
"3541","Private households","Men",0,2015
"3542","Private households","Men",9000,2015
"3543","Public administration","Men",612000,2015
"3544","Public administration","Men",821000,2015
"3545","Public administration","Men",1600000,2015
"3546","Public administration","Men",156000,2015
"3547","Public administration","Men",14000,2015
"3548","Public administration","Men",259000,2015
"3549","Public administration","Men",14000,2015
"3550","Public administration","Men",77000,2015
"3551","Public administration","Men",116000,2015
"3552","Public administration","Men",51000,2015
"3553","Public administration","Men",72000,2015
"3554","Agriculture and related","Women",261000,2015
"3555","Agriculture and related","Women",16000,2015
"3556","Agriculture and related","Women",2000,2015
"3557","Agriculture and related","Women",33000,2015
"3558","Agriculture and related","Women",9000,2015
"3559","Agriculture and related","Women",76000,2015
"3560","Agriculture and related","Women",184000,2015
"3561","Agriculture and related","Women",0,2015
"3562","Agriculture and related","Women",0,2015
"3563","Agriculture and related","Women",6000,2015
"3564","Agriculture and related","Women",9000,2015
"3565","Mining, quarrying, and oil and gas extraction","Women",42000,2015
"3566","Mining, quarrying, and oil and gas extraction","Women",18000,2015
"3567","Mining, quarrying, and oil and gas extraction","Women",0,2015
"3568","Mining, quarrying, and oil and gas extraction","Women",1000,2015
"3569","Mining, quarrying, and oil and gas extraction","Women",1000,2015
"3570","Mining, quarrying, and oil and gas extraction","Women",45000,2015
"3571","Mining, quarrying, and oil and gas extraction","Women",0,2015
"3572","Mining, quarrying, and oil and gas extraction","Women",8000,2015
"3573","Mining, quarrying, and oil and gas extraction","Women",1000,2015
"3574","Mining, quarrying, and oil and gas extraction","Women",1000,2015
"3575","Mining, quarrying, and oil and gas extraction","Women",2000,2015
"3576","Construction","Women",244000,2015
"3577","Construction","Women",38000,2015
"3578","Construction","Women",3000,2015
"3579","Construction","Women",6000,2015
"3580","Construction","Women",27000,2015
"3581","Construction","Women",433000,2015
"3582","Construction","Women",0,2015
"3583","Construction","Women",155000,2015
"3584","Construction","Women",10000,2015
"3585","Construction","Women",4000,2015
"3586","Construction","Women",9000,2015
"3587","Manufacturing","Women",842000,2015
"3588","Manufacturing","Women",506000,2015
"3589","Manufacturing","Women",8000,2015
"3590","Manufacturing","Women",72000,2015
"3591","Manufacturing","Women",225000,2015
"3592","Manufacturing","Women",798000,2015
"3593","Manufacturing","Women",28000,2015
"3594","Manufacturing","Women",12000,2015
"3595","Manufacturing","Women",30000,2015
"3596","Manufacturing","Women",1719000,2015
"3597","Manufacturing","Women",216000,2015
"3598","Durable goods","Women",494000,2015
"3599","Durable goods","Women",271000,2015
"3600","Durable goods","Women",4000,2015
"3601","Durable goods","Women",25000,2015
"3602","Durable goods","Women",87000,2015
"3603","Durable goods","Women",479000,2015
"3604","Durable goods","Women",0,2015
"3605","Durable goods","Women",8000,2015
"3606","Durable goods","Women",17000,2015
"3607","Durable goods","Women",893000,2015
"3608","Durable goods","Women",105000,2015
"3609","Nondurable goods","Women",349000,2015
"3610","Nondurable goods","Women",235000,2015
"3611","Nondurable goods","Women",3000,2015
"3612","Nondurable goods","Women",47000,2015
"3613","Nondurable goods","Women",138000,2015
"3614","Nondurable goods","Women",319000,2015
"3615","Nondurable goods","Women",28000,2015
"3616","Nondurable goods","Women",4000,2015
"3617","Nondurable goods","Women",12000,2015
"3618","Nondurable goods","Women",826000,2015
"3619","Nondurable goods","Women",110000,2015
"3620","Wholesale and retail trade","Women",607000,2015
"3621","Wholesale and retail trade","Women",602000,2015
"3622","Wholesale and retail trade","Women",26000,2015
"3623","Wholesale and retail trade","Women",398000,2015
"3624","Wholesale and retail trade","Women",5005000,2015
"3625","Wholesale and retail trade","Women",1843000,2015
"3626","Wholesale and retail trade","Women",31000,2015
"3627","Wholesale and retail trade","Women",3000,2015
"3628","Wholesale and retail trade","Women",27000,2015
"3629","Wholesale and retail trade","Women",245000,2015
"3630","Wholesale and retail trade","Women",311000,2015
"3631","Wholesale trade","Women",196000,2015
"3632","Wholesale trade","Women",48000,2015
"3633","Wholesale trade","Women",1000,2015
"3634","Wholesale trade","Women",14000,2015
"3635","Wholesale trade","Women",332000,2015
"3636","Wholesale trade","Women",340000,2015
"3637","Wholesale trade","Women",26000,2015
"3638","Wholesale trade","Women",1000,2015
"3639","Wholesale trade","Women",2000,2015
"3640","Wholesale trade","Women",38000,2015
"3641","Wholesale trade","Women",73000,2015
"3642","Retail trade","Women",411000,2015
"3643","Retail trade","Women",554000,2015
"3644","Retail trade","Women",25000,2015
"3645","Retail trade","Women",383000,2015
"3646","Retail trade","Women",4673000,2015
"3647","Retail trade","Women",1503000,2015
"3648","Retail trade","Women",5000,2015
"3649","Retail trade","Women",2000,2015
"3650","Retail trade","Women",25000,2015
"3651","Retail trade","Women",207000,2015
"3652","Retail trade","Women",238000,2015
"3653","Transportation and utilities","Women",243000,2015
"3654","Transportation and utilities","Women",87000,2015
"3655","Transportation and utilities","Women",13000,2015
"3656","Transportation and utilities","Women",47000,2015
"3657","Transportation and utilities","Women",37000,2015
"3658","Transportation and utilities","Women",795000,2015
"3659","Transportation and utilities","Women",1000,2015
"3660","Transportation and utilities","Women",3000,2015
"3661","Transportation and utilities","Women",10000,2015
"3662","Transportation and utilities","Women",33000,2015
"3663","Transportation and utilities","Women",481000,2015
"3664","Information","Women",259000,2015
"3665","Information","Women",385000,2015
"3666","Information","Women",2000,2015
"3667","Information","Women",37000,2015
"3668","Information","Women",143000,2015
"3669","Information","Women",301000,2015
"3670","Information","Women",0,2015
"3671","Information","Women",0,2015
"3672","Information","Women",16000,2015
"3673","Information","Women",14000,2015
"3674","Information","Women",14000,2015
"3675","Financial activities","Women",1996000,2015
"3676","Financial activities","Women",356000,2015
"3677","Financial activities","Women",26000,2015
"3678","Financial activities","Women",96000,2015
"3679","Financial activities","Women",1088000,2015
"3680","Financial activities","Women",1750000,2015
"3681","Financial activities","Women",0,2015
"3682","Financial activities","Women",3000,2015
"3683","Financial activities","Women",10000,2015
"3684","Financial activities","Women",11000,2015
"3685","Financial activities","Women",9000,2015
"3686","Professional and business services","Women",1880000,2015
"3687","Professional and business services","Women",1966000,2015
"3688","Professional and business services","Women",110000,2015
"3689","Professional and business services","Women",972000,2015
"3690","Professional and business services","Women",283000,2015
"3691","Professional and business services","Women",1717000,2015
"3692","Professional and business services","Women",5000,2015
"3693","Professional and business services","Women",9000,2015
"3694","Professional and business services","Women",15000,2015
"3695","Professional and business services","Women",101000,2015
"3696","Professional and business services","Women",93000,2015
"3697","Education and health services","Women",2188000,2015
"3698","Education and health services","Women",13682000,2015
"3699","Education and health services","Women",64000,2015
"3700","Education and health services","Women",5646000,2015
"3701","Education and health services","Women",88000,2015
"3702","Education and health services","Women",3164000,2015
"3703","Education and health services","Women",1000,2015
"3704","Education and health services","Women",7000,2015
"3705","Education and health services","Women",16000,2015
"3706","Education and health services","Women",1e+05,2015
"3707","Education and health services","Women",168000,2015
"3708","Leisure and hospitality","Women",901000,2015
"3709","Leisure and hospitality","Women",402000,2015
"3710","Leisure and hospitality","Women",56000,2015
"3711","Leisure and hospitality","Women",4359000,2015
"3712","Leisure and hospitality","Women",724000,2015
"3713","Leisure and hospitality","Women",501000,2015
"3714","Leisure and hospitality","Women",1000,2015
"3715","Leisure and hospitality","Women",1000,2015
"3716","Leisure and hospitality","Women",5000,2015
"3717","Leisure and hospitality","Women",73000,2015
"3718","Leisure and hospitality","Women",43000,2015
